Year;Author;Title;ID;ID_2;Exp_ID;Effect_ID;ES_ID;Type_of_study;Medical_Field;LLM_Model;Accessed_model;Model_version;Timestamp_of_model;Temperature;Test_Data;Recruitment_Country;Career_stage;Prior_LLM_training_of_physicians;Control_group_resources;Treatment_group_resources;Pre-training_of_LLM;Case_setting;Task_Format;Patient_history;Input_Form_Patient_Information_in_LLM;Input_Form_Patient_Information_clinician;Follow_Up_Prompts_Allowed;Time_restrictions;Explanation_Format_of_LLM;Time_lag_sessions;Type_of_Results;N_total;N_physicians_total;N_cases_total;N_assessments_total;Same_Cases_Both_Conditions;h_design;h_unit_level;h_var_level;h_n_pairs;h_r_used;h_r_source;h_b;h_c;h_measure_class;M_control;n_control_case;n_control_physician;n_control;SE_control;SD_control;95CI_lower_control;95CI_upper_control;M_treatment;n_treatment_case;n_treatment_physician;n_treatment;SE_treatment;SD_treatment;95CI_lower_treatment;95CI_upper_treatment;Performance_Difference;Performance_Difference_SD;Performance_Difference_SE;95CI_lower_performance_diff;95CI_upper_performance_diff;Performance_difference_p_value;Odds_Ratio;95CI_lower_odds_ratio;95CI_upper_odds_ratio;Correlation_r_between_conditions;Discordant_b;Discordant_c;Reader_cluster_adjusted_SD_SE_CI;h_icc
2025;McDuff et al. ;Towards accurate differential diagnosis with large language models;McDuff et al. ;17;174;2;1742;peer-reviewed;Other;AMIE;AMIE;NR;NR;0.5;external;United States;Attending;0;0;1;1;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image + table);1;NR;Differential, free text;0;Top-1;10;;;;1;parallel;case;case;;NR;;;;proportion;0.2;10;10;10;0;NR;NR;NR;0.3;10;10;10;0;0.458257569;NR;NR;0.1;;NR;0;0;0;NR;0;0;;;;NR;
2024;Mukherjee et al.;Evaluation of GPT Large Language Model Performance on RSNA 2023 Case of the Day Questions;Mukherjee et al.;18;181;1;1811;peer-reviewed;Radiology;GPT-4V;ChatGPT plus (OpenAI), web interface;NR;2023_04;NR;unknown;United States;Attending;0;1;0;0;Real-world (published) cases;Multiple choice;1;Multimodal (text + image);0;0;0;Free text;0;Top-1;0;3;72;432;1;within_subject;physician-case;physician-case;216;NR;from_bc;11;22;proportion;0.572592593;72;3;216;NR;0.497817459;NR;NR;0.523148148;72;3;216;NR;0.5;NR;NR;-0.049444444;;NR;0;0;0;NR;0;0;;11;22;NR;
2024;Mukherjee et al.;Evaluation of GPT Large Language Model Performance on RSNA 2023 Case of the Day Questions;Mukherjee et al.;18;181;3;1813;peer-reviewed;Radiology;GPT-4V;ChatGPT plus (OpenAI), web interface;NR;2023_04;NR;unknown;United States;Resident;0;1;0;0;Real-world (published) cases;Multiple choice;1;Multimodal (text + image);0;0;0;Free text;0;Top-1;0;3;72;432;1;within_subject;physician-case;physician-case;216;NR;from_bc;16;14;proportion;0.570185185;72;3;216;NR;0.496386946;NR;NR;0.580092593;72;3;216;NR;0.497493719;NR;NR;0.009907407;;NR;0;0;0;NR;0;0;;16;14;NR;
2024;Oon et al.;Bridging bytes and biopsies: A comparative analysis of ChatGPT and histopathologists in pathology diagnosis and collaborative potential;Oon et al. (2024);19;191;1;1911;peer-reviewed;Other;GPT-4;"ChatGPT-4 (OpenAI), March 2023 version; ChatGPT web interface";ChatGPT-4, March 23 (2023) version;March 2023 (ChatGPT4 March 23 version);NR;unknown;Singapore;Mixed;1;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);1;NR;Free text;"none (immediate before/after within the same session; revision after ChatGPT consultation)";Top-1;9;9;10;180;1;within_subject;physician;physician;9;0.938;reported;;;continuous;7.222;10;9;90;0.795;2.386;NR;NR;7.556;10;9;90;0.84;2.51;NR;NR;0.333;0.866;0.289;NR;NR;0.28;2.5;0.49;12.89;0.938;;;NR;
2025;Qazi et al.;AI-literacy training enhances physician-LLM diagnostic collaboration in a resource-limited setting: a randomized controlled trial;Qazi et al.;20;201;2;2012;peer-reviewed;General medicine;GPT-4o;ChatGPT;NR;NR;NR;external;Pakistan;Attending;1;1;1;0;Adapted real-world cases;Open-ended;1;Text;text;1;yes (75 min);Free text;NR;Top-1;342;58;6;342;1;parallel;physician-case;physician-case;;NR;;;;continuous;0.464;6;29;170;NR;0.474;NR;NR;0.808;6;29;172;NR;0.366;NR;NR;0.344;;NR;0.31;0.379;NR;NR;0;0;;;;Ja - ICC berechnet aus den Rohdaten (Claude);0.26
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;211;1;2111;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Resident;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-3;155;4;40;310;1;within_subject;physician-case;physician-case;155;NR;from_bc;34;4;proportion;43.2;40;4;155;NR;NR;35.4;51;62.6;40;4;155;NR;NR;55;70.2;19.4;NR;NR;NR;NR;adjusted P < .001 (Wilcoxon signed rank test, Bonferroni-adjusted);NR;NR;NR;;34;4;"Nein – reported arm 95% CIs are normal/binomial approximations, not a reader-clustered model; paired reader/case dependence is not incorporated in those CIs.";
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;212;1;2121;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Resident;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-3;156;4;40;312;1;within_subject;physician-case;physician-case;156;NR;from_bc;26;3;proportion;59.6;40;4;156;NR;0.490697463;51.9;67.3;74.4;40;4;156;NR;NR;67.5;81.2;14.7;NR;NR;NR;NR;adjusted P < .001 (Wilcoxon signed rank test, Bonferroni-adjusted);NR;NR;NR;;26;3;"Nein – reported arm 95% CIs are normal/binomial approximations, not a reader-clustered model; paired reader/case dependence is not incorporated in those CIs.";
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;213;1;2131;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Attending;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-3;160;4;40;320;1;within_subject;physician-case;physician-case;160;NR;from_bc;10;3;proportion;83.1;40;4;160;NR;NR;77.3;88.9;87.5;40;4;160;NR;NR;82.4;92.6;4.4;NR;NR;NR;NR;"adjusted P = .086 (Wilcoxon signed rank test, Bonferroni-adjusted; not significant)";NR;NR;NR;;10;3;"Nein – reported arm 95% CIs are normal/binomial approximations, not a reader-clustered model; paired reader/case dependence is not incorporated in those CIs.";
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;211;2;2112;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Resident;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-1;155;4;40;310;1;within_subject;physician-case;physician-case;155;NR;from_bc;28;3;proportion;38.1;40;4;155;NR;NR;30.4;45.7;54.2;40;4;155;NR;NR;46.3;62;"NR (not reported as a difference; arm accuracies given as proportions with 95% CI in Suppl. Table S4)";NR;NR;NR;NR;NR;NR;NR;NR;;28;3;NR;
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;212;2;2122;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Resident;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-1;156;4;40;312;1;within_subject;physician-case;physician-case;156;NR;from_bc;21;6;proportion;52.6;40;4;156;NR;NR;44.7;60.4;62.2;40;4;156;NR;NR;54.6;69.8;"NR (not reported as a difference; arm accuracies given as proportions with 95% CI in Suppl. Table S4)";NR;NR;NR;NR;NR;NR;NR;NR;;21;6;NR;
2026;Schramm et al.;Performing Best When Needed Least: Reader Experience Shapes Accuracy Gains in Large Language Model-assisted Brain MRI Differential Diagnosis;Schramm et al. (2026);21;213;2;2132;peer-reviewed;Radiology;GPT-4.1;"API (official OpenAI API); [Gemini 2.5 Pro via Google API and DeepSeek-R1 via Fireworks AI were used standalone only]";gpt-4.1-2025-04-14;queries performed May 3, 2025;0;external;Germany;Attending;0;0;0;0;Real-world (published) cases;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;at least 2 months between the unassisted and the assisted condition (not imposed by design);Top-1;160;4;40;320;1;within_subject;physician-case;physician-case;160;NR;from_bc;9;5;proportion;75;40;4;160;NR;NR;68.3;81.7;77.5;40;4;160;NR;NR;71;84;"NR (not reported as a difference; arm accuracies given as proportions with 95% CI in Suppl. Table S4)";NR;NR;NR;NR;NR;NR;NR;NR;;9;5;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;221;1;2211;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.789473684;228;1;228;NR;0.407682457;0.731;0.841;0.789473684;228;1;228;NR;0.407682457;0.731;0.841;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;221;2;2212;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.872807018;228;1;228;NR;0.333189027;0.822;0.913;0.872807018;228;1;228;NR;0.333189027;0.822;0.913;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;222;1;2221;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.820175439;228;1;228;NR;0.384041259;0.764;0.868;0.828947368;228;1;228;NR;0.376554948;0.774;0.875;0.00877193;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;222;2;2222;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.885964912;228;1;228;NR;0.317853876;0.837;0.924;0.890350877;228;1;228;NR;0.312451905;0.842;0.928;0.004385965;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;223;1;2231;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.802631579;228;1;228;NR;0.398012723;0.745;0.852;0.807017544;228;1;228;NR;0.394639364;0.75;0.856;0.004385965;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;223;2;2232;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Resident;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.912280702;228;1;228;NR;0.282886237;0.868;0.946;0.912280702;228;1;228;NR;0.282886237;0.868;0.946;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;224;1;2241;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.855263158;228;1;228;NR;0.351835315;0.803;0.898;0.859649123;228;1;228;NR;0.3473507;0.808;0.902;0.004385965;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;224;2;2242;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.916666667;228;1;228;NR;0.276385399;0.873;0.949;0.921052632;228;1;228;NR;0.269656599;0.878;0.953;0.004385965;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;225;1;2251;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.855263158;228;1;228;NR;0.351835315;0.803;0.898;0.855263158;228;1;228;NR;0.351835315;0.803;0.898;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;225;2;2252;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.894736842;228;1;228;NR;0.306892205;0.847;0.931;0.894736842;228;1;228;NR;0.306892205;0.847;0.931;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;226;1;2261;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-1;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.846491228;228;1;228;NR;0.360477224;0.793;0.891;0.846491228;228;1;228;NR;0.360477224;0.793;0.891;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2025;Sheng et al. ;Large Language Models for Diagnosing Focal Liver Lesions From CT/MRI Reports: A Comparative Study With Radiologists;Sheng et al. ;22;226;2;2262;peer-reviewed;Radiology;GPT-4o;ChatGPT;NR;"single-step: 2025_02;
two-step: 2024_06";NR;external;China;Attending;0;1;1;0;Real-world;Open-ended;1;Text;multimodal (text + image);0;NR;Differential;0;Top-3;228;1;228;456;1;within_subject;case;case;228;NR;;NR;NR;proportion;0.947368421;228;1;228;NR;0.223296878;0.91;0.973;0.947368421;228;1;228;NR;0.223296878;0.91;0.973;0;;NR;NR;NR;NR;NR;NR;NR;;;;NR;
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;231;1;2311;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-3;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;7;0;proportion;0.6;40;2;80;NR;0.489897949;NR;NR;0.6875;40;2;80;NR;0.463512405;NR;NR;0.0875;;NR;0;0;NR;NR;0;0;;;;NR;
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;232;1;2321;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-3;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;3;3;proportion;0.7875;40;2;80;NR;0.409076704;NR;NR;0.775;40;2;80;NR;0.417582327;NR;NR;-0.0125;;NR;0;0;NR;NR;0;0;;;;NR;
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;233;1;2331;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-3;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;2;1;proportion;0.875;40;2;80;NR;0.330718914;NR;NR;0.8875;40;2;80;NR;0.315980616;NR;NR;0.0125;;NR;0;0;NR;NR;0;0;;;;NR;
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;231;2;2312;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-1;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;9;1;proportion;0.4875;40;2;80;NR;0.499843726;NR;NR;0.5875;40;2;80;NR;0.492284217;NR;NR;0.1;;NR;0;0;NR;NR;0;0;;;;"Nein – current paired case-observation variance does not account for clustering within the 2 physicians; notes say to handle this downstream via design effect / CRVE.";
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;232;2;2322;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-1;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;7;6;proportion;0.65;40;2;80;NR;0.476969601;NR;NR;0.6625;40;2;80;NR;0.472857008;NR;NR;0.0125;;NR;0;0;NR;NR;0;0;;;;"Nein – current paired case-observation variance does not account for clustering within the 2 physicians; notes say to handle this downstream via design effect / CRVE.";
2024;Siepmann et al. ;The virtual reference radiologist: comprehensive AI assistance for clinical image reading and interpretation;Siepmann et al. ;23;233;2;2332;peer-reviewed;Radiology;GPT-4;ChatGPT;NR;2024_05;NR;external;Germany;Resident;1;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);1;0;Differential, free text;0;Top-1;80;2;40;160;1;within_subject;physician-case;physician-case;80;NR;from_bc;2;2;proportion;0.7875;40;2;80;NR;0.409076704;NR;NR;0.7875;40;2;80;NR;0.409076704;NR;NR;0;;NR;0;0;NR;NR;0;0;;;;"Nein – current paired case-observation variance does not account for clustering within the 2 physicians; notes say to handle this downstream via design effect / CRVE.";
2026;Song et al.;Impact of Large Language Model Assistance on Radiologists' Diagnostic Performance for Brain Tumors by Experience Level;Song et al. (2026);24;241;1;2411;peer-reviewed;Radiology;Claude 3.5 Sonnet;NR;NR;NR;NR;external;Republic of Korea;Attending;0;0;0;0;Real-world;Open-ended;0;Multimodal (text + image);image;0;NR;Differential;"NR (the paper states only that the re-evaluation followed the initial diagnostic session; no washout period is reported and none is implied by the workflow in Figure 5)";Top-1;"UNCLEAR (the reported percentages are only reproducible as k/254 clinician-case assessments (2 readers x 127 cases); the printed 95% CIs imply n = 127 cases; see Note)";2;127;508;1;within_subject;physician-case;physician-case;254;NR;none;;;proportion;69.3;127;2;254;NR;NR;60.8;76.6;71.3;127;2;254;NR;NR;62.4;78.1;"NR (not reported as a difference; the two arm values are reported separately in Table 3)";NR (no dispersion of the paired difference and no 2x2 discordant cells reported);NR;NR;NR;"0.166 (Wilcoxon signed-rank test, Holm-Bonferroni corrected; not significant)";"NR (the Methods state that odds ratios with 95% CI were calculated for the primary-diagnosis comparisons between the MODELS and the RADIOLOGISTS via McNemar's test; no OR value is printed anywhere in the paper, and none is reported for the unaided-vs-assisted contrast)";NR;NR;NR;;;"Nein – no formal MRMC / reader-case cluster model; notes explicitly state reader-case clustering was not modelled. Reported CIs therefore should not be treated as reader-cluster-adjusted.";
2026;Song et al.;Impact of Large Language Model Assistance on Radiologists' Diagnostic Performance for Brain Tumors by Experience Level;Song et al. (2026);24;241;2;2412;peer-reviewed;Radiology;Claude 3.5 Sonnet;NR;NR;NR;NR;external;Republic of Korea;Attending;0;0;0;0;Real-world;Open-ended;0;Multimodal (text + image);image;0;NR;Differential;"NR (the paper states only that the re-evaluation followed the initial diagnostic session; no washout period is reported and none is implied by the workflow in Figure 5)";Top-3;"UNCLEAR (the reported percentages are only reproducible as k/254 clinician-case assessments (2 readers x 127 cases); the printed 95% CIs imply n = 127 cases; see Note)";2;127;508;1;within_subject;physician-case;physician-case;254;NR;none;;;proportion;80.7;127;2;254;NR;NR;72.6;86.3;90.2;127;2;254;NR;NR;83.3;93.9;"NR (not reported as a difference; the two arm values are reported separately in Table 3)";NR (no dispersion of the paired difference and no 2x2 discordant cells reported);NR;NR;NR;<0.001 (Wilcoxon signed-rank test, Holm-Bonferroni corrected);"NR (the Methods state that odds ratios with 95% CI were calculated for the primary-diagnosis comparisons between the MODELS and the RADIOLOGISTS via McNemar's test; no OR value is printed anywhere in the paper, and none is reported for the unaided-vs-assisted contrast)";NR;NR;NR;;;"Nein – no formal MRMC / reader-case cluster model; notes explicitly state reader-case clustering was not modelled. Reported CIs therefore should not be treated as reader-cluster-adjusted.";
2026;Song et al.;Impact of Large Language Model Assistance on Radiologists' Diagnostic Performance for Brain Tumors by Experience Level;Song et al. (2026);24;242;1;2421;peer-reviewed;Radiology;Claude 3.5 Sonnet;NR;NR;NR;NR;external;Republic of Korea;Resident;0;0;0;0;Real-world;Open-ended;0;Multimodal (text + image);image;0;NR;Differential;"NR (the paper states only that the re-evaluation followed the initial diagnostic session; no washout period is reported and none is implied by the workflow in Figure 5)";Top-1;"UNCLEAR (the reported percentages are only reproducible as k/381 clinician-case assessments (3 readers x 127 cases); the printed 95% CIs imply n = 127 cases; see Note)";3;127;762;1;within_subject;physician-case;physician-case;381;NR;none;;;proportion;48;127;3;381;NR;NR;39.5;56.7;58.8;127;3;381;NR;NR;49.6;66.5;"NR (not reported as a difference; the two arm values are reported separately in Table 3)";NR (no dispersion of the paired difference and no 2x2 discordant cells reported);NR;NR;NR;<0.001 (Wilcoxon signed-rank test, Holm-Bonferroni corrected);"NR (the Methods state that odds ratios with 95% CI were calculated for the primary-diagnosis comparisons between the MODELS and the RADIOLOGISTS via McNemar's test; no OR value is printed anywhere in the paper, and none is reported for the unaided-vs-assisted contrast)";NR;NR;NR;;;"Nein – no formal MRMC / reader-case cluster model; notes explicitly state reader-case clustering was not modelled. Reported CIs therefore should not be treated as reader-cluster-adjusted.";
2026;Song et al.;Impact of Large Language Model Assistance on Radiologists' Diagnostic Performance for Brain Tumors by Experience Level;Song et al. (2026);24;242;2;2422;peer-reviewed;Radiology;Claude 3.5 Sonnet;NR;NR;NR;NR;external;Republic of Korea;Resident;0;0;0;0;Real-world;Open-ended;0;Multimodal (text + image);image;0;NR;Differential;"NR (the paper states only that the re-evaluation followed the initial diagnostic session; no washout period is reported and none is implied by the workflow in Figure 5)";Top-3;"UNCLEAR (the reported percentages are only reproducible as k/381 clinician-case assessments (3 readers x 127 cases); the printed 95% CIs imply n = 127 cases; see Note)";3;127;762;1;within_subject;physician-case;physician-case;381;NR;none;;;proportion;62.5;127;3;381;NR;NR;53.5;70.2;81.1;127;3;381;NR;NR;72.6;86.3;"NR (not reported as a difference; the two arm values are reported separately in Table 3)";NR (no dispersion of the paired difference and no 2x2 discordant cells reported);NR;NR;NR;<0.001 (Wilcoxon signed-rank test, Holm-Bonferroni corrected);"NR (the Methods state that odds ratios with 95% CI were calculated for the primary-diagnosis comparisons between the MODELS and the RADIOLOGISTS via McNemar's test; no OR value is printed anywhere in the paper, and none is reported for the unaided-vs-assisted contrast)";NR;NR;NR;;;"Nein – no formal MRMC / reader-case cluster model; notes explicitly state reader-case clustering was not modelled. Reported CIs therefore should not be treated as reader-cluster-adjusted.";
